x,y
-1.306197081156067043e+03,9.393939393939398315e+02
5.381955325593531825e+02,-2.121212121212121247e+02
3.618108798831699460e+02,1.251186564439576614e+03
-1.182011834080664357e+03,6.847399243327571412e+02
9.800750073399686926e+02,-1.440499512482885166e+03
1.005893745036351561e+03,1.636363636363636942e+03
-1.454545454545454504e+03,9.090909090909091219e+02
-1.314263515612035690e+03,9.696969696969692905e+02
1.010915206101076024e+03,-1.303030303030303003e+03
4.242424242424238514e+02,-1.822676820501280019e+02
-9.393939393939394904e+02,-3.939393939393939377e+02
8.140128398795990279e+02,1.387393666171908535e+03
-4.242424242424242493e+02,4.848484848484848726e+02
8.845403507334526694e+02,1.030364367846465257e+03
1.151515151515151501e+03,-2.121212121212123520e+02
8.484848484848489534e+02,-9.393939393939394904e+02
-3.048187069695467954e+01,2.121212121212121247e+02
7.575757575757576205e+02,-1.575757575757575751e+03
-1.303030303030303003e+03,1.063382223492381854e+03
-1.030303030303030255e+03,4.545454545454545610e+02
-9.136073623478067418e+01,8.751747161823620900e+02
6.378556055972576360e+02,-4.540156144253829780e+02
1.088759911644794101e+03,1.611709031993908411e+03
-8.134294124816592557e+02,1.272727272727272748e+03
-5.948868770514418429e+02,9.532671441151244380e+02
-3.333333333333331439e+02,-1.028933663445707680e+03
3.939393939393948472e+02,-1.485213479171769109e+02
-3.939393939393939377e+02,-1.636363636363636488e+03
7.931049646877697796e+02,-1.167036321572937140e+03
-6.363636363636366013e+02,6.335546955834184928e+02
-5.454545454545454959e+02,8.465342938626080240e+02
6.428591588861571609e+02,1.611175994851366795e+03
6.970043899312054236e+02,-5.839575614505002932e+02
-1.151515151515151501e+03,-1.212121212121212182e+02
6.363636363636368287e+02,-1.060606060606060737e+03
-1.067796022292522821e+03,-1.281745071202497456e+03
0.000000000000000000e+00,-1.205282843247591700e+02
8.181818181818182438e+02,-9.393939393939394904e+02
6.633463588316687698e+00,5.757907012770040183e+02
2.424242424242424363e+02,-2.121212121212119257e+02
1.212938926636758623e+02,1.060687832057615196e+03
-6.893335961632994895e+02,6.971875824381578468e+02
3.636363636363636260e+02,-6.032044303036401516e+02
3.076923076923087663e+01,1.060606060606060737e+03
-4.198993090081112882e+02,1.002819956397421265e+03
-6.993043187356790895e+02,-3.377660645238646566e+02
6.697487569699255801e+02,-6.969696969696969973e+02
-6.969696969696969973e+02,6.409306990759539531e+02
8.388273910469703196e+02,-1.250900028005351032e+03
7.878787878787878753e+02,-1.042705783383216612e+03
0.000000000000000000e+00,-1.759144060232869606e+03
-1.181818181818181984e+03,9.696969696969697452e+02
1.476893939393940173e+03,4.655303030303038554e+02
-1.360032105449699657e+03,7.272727272727272521e+02
-1.212121212121212182e+02,9.393939393939394904e+02
-8.815328086110994263e+02,-1.515151515151515298e+02
-1.030303030303030255e+03,2.616277417105438303e+02
8.787878787878788671e+02,-1.242424242424242493e+03
1.204205943182916599e+03,-1.363636363636363740e+03
-4.213689937221810169e+02,5.757575757575757507e+02
-1.002788818954109729e+03,-1.212121212121212182e+02
1.242424242424242038e+03,2.415217269080691551e+02
-1.060512305803634035e+03,9.090909090909095767e+02
-2.108519703381979014e+02,4.600725562851964696e+02
-2.121212121212121247e+02,2.121212121212121247e+02
-8.749551591710057892e+02,2.572720101007719222e+02
3.426283653528006425e+02,-6.363636363636363740e+02
5.454545454545454959e+02,-1.696969696969696997e+03
-4.900809254913773998e+02,-9.696969696969697452e+02
-8.491967015736108806e+02,-2.727272727272727479e+02
-1.454545454545454504e+03,1.121566259944630019e+03
7.575757575757576205e+02,-9.073139249634139105e+02
1.145328045242689768e+03,-1.605002925354740682e+03
-1.394238998275684480e+03,-6.969696969696969973e+02
-4.847079785621965016e+02,-6.665261603803780872e+02
-1.110617683560035260e+02,5.545622067567081785e+02
1.278379593568216706e+03,2.121212121212116983e+02
1.247314862963527503e+03,9.393939393939394904e+02
5.149527457204723078e+02,5.577803279401335885e+02
1.249798140316023819e+03,-3.028689925510283274e+02
-1.242424242424242493e+03,1.030303030303030255e+03
0.000000000000000000e+00,-1.121212121212121247e+03
3.223353607564470025e+01,-1.727272727272727252e+03
1.393939393939393995e+03,-1.484848484848484986e+03
-5.974300534909023099e+02,7.683244213286579907e+02
3.030303030303030454e+01,-1.494823639070352215e+02
6.969696969696969973e+02,-1.151515151515151501e+03
-7.567079766582750153e+02,-3.030303030303030454e+01
-3.199673927373982352e+01,-1.181818181818181984e+03
-1.424242424242424249e+03,6.969696969696969973e+02
-8.421514704486330629e+02,-1.818181818181818130e+02
-6.666666666666667425e+02,-3.636363636363636260e+02
-5.508183276340768089e+02,-6.323039990497854888e+02
-1.421326929728110144e+03,4.545454545454545610e+02
5.854587257417282444e+02,-4.242424242424242493e+02
1.121212121212121247e+03,-1.484848484848484986e+03
-8.787878787878788671e+02,-1.332215347374096609e+03
2.765518952308112262e+02,1.588993926948836588e+03
-7.878787878787878753e+02,1.333333333333333485e+03
-7.878787878787881027e+02,6.943807170249591536e+02
-8.648069793454330920e+02,-7.618546713654639007e+02
8.510913348561188059e+02,1.606060606060606460e+03
-4.848484848484848726e+02,9.425480610519350648e+02
5.034784266120590246e+02,7.712059424431110983e+02
1.818181818181818130e+02,-1.818181818181818130e+02
6.999168869053636399e+02,-7.575757575757573932e+02
1.303030303030303003e+03,-1.454545454545454504e+03
-1.247592691371861662e+02,1.303030303030303003e+03
-1.303759477859071922e+03,-1.515944428095160390e+02
-1.277167731840149827e+03,-1.002673449295375235e+03
7.773175044887921104e+02,-6.409989319373138414e+02
1.782003710575139621e+03,-4.638218923932585724e+00
3.030303030303030454e+01,-1.089356702181689798e+03
-5.478150454478037545e+02,1.117577893728042000e+03
7.227205725811409138e+02,8.916633165936008254e+02
-1.260968862707435392e+03,7.899602299607551004e+02
