x,y
-4.861481090026393304e+02,1.180007442893519510e+03
-1.640625000000001421e+02,-1.989020635574221956e+02
5.791876102131151072e+01,1.401041666666666515e+03
1.841668966873415343e+02,8.404401973947681199e+02
3.263898192479205704e+02,-1.428880271942532545e+03
-1.196145146670971116e+02,1.784004116593722529e+03
-9.096119634710856872e+01,1.104227887174605485e+03
-4.779456084733490684e+02,1.218750000000000000e+03
5.775065270381336404e+02,-1.312500000000000000e+03
-2.457048702313670105e+02,-1.543237177034357046e+02
6.031067203113297381e+01,-5.052083333333333144e+02
9.242591402082729246e+01,1.682291666666667197e+03
9.079933684133696392e-01,5.988390406202942131e+02
2.366703192928734722e+02,1.314305784266436376e+03
-1.697934874368870055e+02,-1.893397953866212333e+02
3.653293716593160667e+01,-1.010779134371310761e+03
1.015625000000000000e+02,3.138803631845003679e+02
3.908865383388650798e+02,-1.483656341270784424e+03
-3.668096928751684231e+02,1.320184636760890953e+03
3.328506217457064054e+02,5.375906377047432443e+02
-2.251809344649145430e+02,1.087667132677375776e+03
-2.525574400710085854e+02,-5.588106558783642868e+02
-9.884118976678453805e+01,1.770833333333332575e+03
1.953125000000000000e+02,1.543520593198530605e+03
-2.371561458906817279e+02,1.194079510809923249e+03
-3.085409749045128933e+02,-1.089815409729846351e+03
-3.197446440757910864e+02,-9.381540436959312501e+01
5.883834941334641826e+02,-1.531130978125038382e+03
5.286458333333332575e+02,-1.237203676823823571e+03
-1.451860119123797688e+02,7.847731255890876128e+02
-1.482942776575291930e+02,1.032800416595409388e+03
-8.144527556611657815e+01,1.759852648299204247e+03
1.024899232538049265e+00,-6.249471379773669923e+02
-1.746024969057661380e+01,-5.130591845936176014e+02
4.344914283851345260e+01,-8.912346172408162204e+01
-2.630208333333331439e+02,-1.113103714693330630e+03
9.428903437313351787e+01,-1.304455107441217478e+03
2.189045784134613370e+01,-6.097753081103540751e+01
1.481675302699987995e+01,-1.011161449226254376e+03
-8.836162672289155751e+01,7.051707402242718672e+02
-1.640625000000000000e+02,-2.083333333333333144e+02
5.544150067346720334e+01,1.346357088365864911e+03
1.511322113113440082e+02,8.378454345082915324e+02
1.295181930029050932e+02,-6.725154578163475207e+02
-9.089552726760025791e+01,1.343837819182801013e+03
1.420616704977146583e+02,1.283417345044705144e+03
3.650973995943056138e+02,-4.530722022513661500e+02
-5.234375000000000000e+02,-7.447916666666666288e+02
2.886652417429396564e+02,7.774064129575019706e+02
5.086866843471788684e+02,-1.269215677978387930e+03
-3.351306089393225989e+02,-1.073382093145177578e+03
-1.413230318808766128e+02,-1.831449650972273503e+03
-1.593566192897715723e+02,1.216502260391357140e+03
-9.201561413458298944e+01,6.874869048180406708e+02
1.224570701325722979e+02,8.517492658195593549e+02
-2.821372440937859949e+01,1.202206995320553460e+03
6.325812640861834524e+01,-2.177777841156259342e+02
-4.000716781178404631e+02,3.496455630703032966e+02
-9.093217272854673183e+01,-1.364583333333333258e+03
-9.571033722391941012e+01,6.979166666666666288e+02
4.970968719197887964e+01,-7.871442227576638118e+01
1.495218524955921851e+02,3.417447878172366131e+02
-2.790275191464204774e+00,1.130261208707950118e+03
9.359054755087765631e-01,5.416828367919921448e+02
-9.614682218881857523e+01,3.097886026488092170e+02
-9.611985299691900764e+01,3.281250000000000000e+02
-4.827006622378226552e+02,-6.816442134765080709e+02
-7.979377715900958457e+00,-1.656250000000000000e+03
2.350365322621732957e+02,-2.204705910601398102e+02
3.226319816948454218e+02,-1.043134391366006184e+03
5.598983538548374383e-01,-3.456565510991185874e+02
-1.545219559898711736e+02,1.390625000000000000e+03
-3.767817982456116397e+02,-9.232456140350851683e+02
3.748953995762459499e+02,-1.494791666666666515e+03
1.878129605261384061e+00,-7.760475294057904421e+02
-1.871871787407148702e+02,-7.311925579417882091e+02
4.763088416997396024e+01,6.782725204342731331e+02
-9.616815476190464551e+01,3.229166666666669698e+02
-2.891821777228464896e+00,1.208408600964370180e+03
3.178130441555542802e+02,6.756078426786485807e+02
3.217228824753084950e+02,-3.397613082312679467e+02
-7.413844529261747596e+01,1.295072332829816787e+03
4.947168098427588347e+02,-1.199926787209964232e+03
-9.474562193551694378e+00,-1.745344235071639332e+03
-7.380263937500760107e+01,-1.444267484629178398e+03
-3.535796445511247725e+02,9.153509636313431201e+02
1.037750342267094794e+02,-1.312801374450156402e+02
5.263802767548198744e+02,-1.226733992874862906e+03
-1.937987617381784275e+02,7.737683034843249175e+01
5.390625000000000000e+02,-1.247021125271344772e+03
2.095673711570056810e+02,8.266680950628373239e+02
1.430670031691794009e+02,-2.182116015541082845e+02
9.282537743939744246e+01,-4.760262520745189363e+02
7.031250000000014211e+01,-6.979166666666666288e+02
-9.280593413211279596e+01,5.341788403838014574e+02
-1.848958333333333144e+02,-5.384399776032125828e+02
2.233165229779322658e+02,-1.442278390445138029e+03
5.982635173061980822e+02,-1.356122039776852489e+03
1.052350857688881014e+01,1.743446758964613537e+03
-8.694004529819091331e+00,1.604117261825120750e+03
-2.343933064729310161e+02,8.439980873458824817e+02
-2.862934804382761058e+02,-8.356307560497664326e+02
-9.321863626302665295e+01,1.765625000000000455e+03
-1.966546662281083400e+02,1.192739138710320958e+03
-2.764000382263005235e+02,9.705657492354760052e+02
-2.209082217979452878e+02,-1.604829725284361643e+02
1.851345347111621464e+00,-8.151532016404350998e+02
3.386549085059845083e+02,-1.427449538400437859e+03
1.788612337328029582e+02,1.582508707860913546e+03
-2.578711447876250418e+02,-1.286848671542791465e+02
-3.619791666666666288e+02,-1.062500000000000000e+03
-9.488399365574046840e+01,-6.848687654575244323e+02
-9.613899430549776071e+01,3.672136731965646845e+02
-1.563484029521961247e+02,-1.160699347904665956e+03
5.593225985527790556e+01,1.395833333333333258e+03
-2.916237171541139706e+00,1.085885046514302076e+03
-3.367601986811741313e+02,9.056179603248596095e+02
-1.138892829983979453e+02,-2.332532027530700987e+02
7.364727155642010814e+01,5.144834151733679164e+02
-9.615457216582626643e+01,3.802083333333335986e+02
1.221313838152426854e+02,6.283476723271521678e+02
2.566282657090885664e+02,-1.445500123024080267e+03
-9.613634363920182579e+01,-3.229166666666666288e+02
5.301315153017969806e+02,-1.529723643772160358e+03
-9.584717180101772271e+01,5.208333333333362702e+01
-3.973108291069776214e+02,-6.178293074565044662e+02
5.442708333333332575e+02,-1.260416666666666515e+03
1.825179318666828863e+02,-1.405662308725340381e+03
-3.233840370756893776e+02,3.906249999999996589e+02
-9.067175052434291160e+01,-1.190107783760167877e+03
1.152959557319292969e+02,1.673437413688920515e+03
-3.362616938399049786e+02,3.669099249647453576e+02
-8.195343210426267433e+01,-5.880718756605691624e+02
-1.645447493548720104e+02,4.035639614260638837e+02
-1.354648293650385256e+02,-1.747061209506074647e+03
1.067708333333333286e+02,1.734375000000000000e+03
-3.837797619047631770e+02,4.933035714285072260e+01
-4.738760841803530752e+02,1.212035415641192003e+03
3.711997901658484125e+02,-1.457751710179521069e+03
-1.593619146138536280e-01,2.858990058392970113e+01
-8.479469383931018456e+01,3.517907734503111783e+01
7.337745134548760007e+01,1.700438484451493423e+03
-1.595602024424803176e+02,3.542407559738197165e+02
3.665198951581668041e+01,-6.946299099391625020e+01
-9.099963831260592428e+01,-8.411745766774695312e+02
2.487523426353508285e+02,-6.162531573261444464e+02
-3.920624999999982379e+02,1.886041666666707499e+02
-1.437945054003066900e+02,-1.757924667088999740e+03
5.557299444492598894e+01,1.325450433149245100e+03
3.068117694078745785e+02,1.558595481343680376e+03
5.460830693155559175e+02,-1.270833333333333258e+03
5.989583333333332860e+01,3.101732205585664701e+02
