x,y
1.011431283673299049e+03,5.052112999061503160e+02
1.310597991571554985e+03,-6.205498010308488119e+02
1.878353340130098559e+02,9.591679140073983945e+02
-1.279360656469752485e+03,1.128170881807417771e+02
-2.569012818029339655e+02,-1.480907213605156585e+03
5.696403891744644170e+02,1.684329306633491342e+03
1.972704263715976367e+02,4.808027290032054566e+02
2.133168731791238599e+02,5.892321159319958497e+02
7.269345780730403703e+02,-1.418569255075471347e+03
1.361366796050509265e+03,-5.555974789568919050e+02
9.267900229307985072e+00,-7.979088608575991657e+02
-1.008103445019003061e+03,1.451749416978665749e+03
-1.146908419036587475e+03,-1.079631992502808941e+02
-1.423825585127030763e+03,1.237858845893800208e+03
-1.129315024035178112e+03,-6.070943359312877874e+02
1.278014577610778588e+03,-1.166386076240249622e+03
1.178879013307586092e+03,-3.360934717432467096e+02
-8.012061512901590277e+02,-1.531208377921059764e+03
8.390005824516168786e+02,7.722162646502753205e+02
9.680551900483974350e+02,-1.570575224449398775e+02
-6.241874264664998009e+02,3.563784601321044079e+02
-5.267576552949409461e+02,-8.429883426933623696e+02
8.484911591286285102e+02,1.652863866811703247e+03
-2.310612978228450061e+02,1.295458196222145034e+03
-9.490595474922830590e+02,5.298499625508271720e+02
-3.849232050491853556e+02,-1.198925925234948181e+03
-1.196333513140142259e+03,-5.166194528597811768e+02
3.991965724508619928e+02,-1.622475862925751926e+03
4.377193253249398595e+02,-1.348404608704355496e+03
7.843501411857862422e+02,3.431425487079408754e+01
1.058958678657611699e+03,4.021746500327173521e+02
7.433315696327856585e+02,1.644164647547872164e+03
-1.081354409389444299e+03,-8.855005142480152927e+02
-2.901225085593873700e+02,-8.253843092658163414e+02
-7.368787219348204189e+02,-5.226920105278347819e+02
3.787374436534391293e+02,-1.258004059864129886e+03
4.109098505864547519e+02,-1.366751488514634730e+03
1.397839445311579311e+03,-4.870565901180069091e+02
1.115727983256036623e+03,-1.179724185737276457e+03
3.848423788364465850e+02,-3.173052258308607776e+01
-1.154663775523844151e+03,-6.421000629049375448e+02
8.002422423259750985e+02,8.432051656561884556e+02
-1.032586438652095694e+03,1.583991752405618456e+02
1.034560084081754212e+03,-9.240044858075232241e+02
-9.513675656786299442e+02,8.201970660284819132e+02
-2.035248121769328407e+02,6.717874179801378887e+02
-1.319109021766556452e+03,-7.457943591131320318e+02
8.027091616429368059e+02,-9.717632296318541876e+02
-1.071411257470888586e+03,4.448014377386245144e+01
6.993177594936128116e+02,-1.348767170955111851e+03
-6.545280933399079686e+02,-1.204331971755065979e+03
6.178637464479725168e+02,-1.776330826611355860e+03
1.129923090566666815e+03,5.550359496287554748e+02
1.239258776993163110e+03,-3.480223930090838280e+01
-9.832764241460682797e+02,1.869712127237864649e+02
2.122655287445075771e+02,5.498912625483643524e+02
-1.146292622041253480e+03,-5.434420678634847945e+02
-1.182844998100161774e+03,-3.266009686141630937e+02
7.163404600243540017e+02,-1.338853680911676975e+03
6.518654459812421464e+02,-1.420063479874105269e+03
1.001492873261001137e+03,-4.524324956054167757e+01
1.355550218111520280e+03,-5.076640190512627555e+02
1.309733217669951500e+03,-2.625227195995126408e+02
-1.410000073838703884e+03,9.241409083707608261e+02
-1.270814589679509254e+03,-1.291252643071707666e+02
1.078233225544350802e+02,-3.222241774482888559e+02
-7.912093784786547985e+02,-2.970749368403588164e+02
1.106210534766776618e+03,-9.271943359022246796e+02
-2.842293991145434120e+02,-1.685681838470458388e+03
1.366636979962713895e+03,-6.170627038165847580e+02
-4.532405998780430423e+02,-1.179431843323176508e+03
-1.159982662588957510e+03,-6.835544520491137064e+02
-9.436759104987845603e+02,9.193597325927886459e+02
-1.296281974004438098e+03,-1.148368529590295566e+03
-1.391276750412461283e+01,-1.548333187853156915e+03
9.526094156076795798e+02,-1.002169956278492123e+03
1.032729114029332322e+03,-9.772608768921863884e+02
1.518830115680901827e+02,-4.636465900766179971e+01
1.294584860208716748e+02,-2.980521652784407252e+02
9.552695519530102786e+01,5.436023236604379463e+02
8.363616397711138006e+02,-2.129072134456249898e+01
-1.374430866040642513e+03,-6.860732514914313924e+02
1.009839840973568812e+03,6.910172730397703162e+02
4.490887234174211926e+02,-1.294900240102281487e+03
-1.292250784492545677e+02,-1.706772647449195119e+03
6.239197459112141360e+02,-1.504645879110735677e+03
7.017149551778077239e+02,2.119713216379864491e+02
1.234715235019167949e+03,-5.270622158598229134e+02
7.910643078973956790e+02,-1.319957616750377611e+03
1.042115400845173099e+03,-4.199655816584951253e+02
8.635141843688352310e+02,-1.343457552382229096e+03
-1.055304549734113380e+03,1.039329775839184293e+02
1.159121672479445579e+03,-5.867905668558651087e+02
8.925258174431978659e+02,-7.859768347316871768e+02
1.183919186037279815e+03,-9.587222614711253073e+02
-1.127915640926679316e+03,-1.439246954517368522e+02
3.972820606372385441e+02,-7.810479778703685270e+02
3.170384409234855525e+02,-1.511328678618258209e+03
8.359575704781336754e+02,-1.401189623098504399e+03
-2.925864307009640015e+02,1.600852929467385820e+03
1.173933443814779842e+01,1.309859656427696109e+03
-1.048538341901792364e+03,1.316055213310794443e+02
1.168358831212133737e+03,-1.030301628916421350e+03
4.740651814393459773e+01,1.639209535069206368e+03
3.517630407443926543e+01,5.269801073435825174e+02
1.046040578386697689e+03,2.952117523358365929e+02
9.738216756054707730e+02,-5.637948926894753185e+02
3.034143272366338806e+02,-1.088437577472858948e+03
-6.047347227836014554e+02,-1.459936643189554616e+03
-3.174400045892472804e+02,1.329309871979536183e+03
-7.012987112393731195e+02,-5.636399889657553786e+02
1.235288929318792498e+03,-1.212658812849715332e+03
2.715130362503942933e+02,-9.558507099523985744e+02
3.873980257670193623e+02,-2.690303817437017528e+02
7.084151317545720303e+02,-1.254636974647746683e+03
5.373318467416756050e+01,9.595253281802453103e+02
