x,y
1.779281375054191358e+03,7.809873326758765870e+02
-9.555645478655189891e+02,8.020511917233140764e+01
-5.591080579018216667e+02,9.091172989463302656e+02
7.174650254319257101e+02,6.132590808411057424e+02
-1.233820585280838031e+03,-7.346477760737137714e+02
1.167238288687135082e+03,1.198622896895148642e+03
-1.073963465519552983e+03,7.417763614776962413e+02
-1.701918448730507407e+03,7.879348782882041178e+02
-3.354017222128124445e+02,-6.332760748536381925e+02
1.071125291408698104e+03,9.068080047265539179e+01
1.744067773647359729e+02,-5.452015600969285458e+01
1.195253745805627432e+03,1.051574470179619084e+03
-8.399036400205030759e+02,5.005716543808834444e+02
7.252349617815859801e+02,8.663493488185683873e+02
8.149901360374153683e+02,1.008463645449984796e+02
9.472267299288494087e+02,-3.670963254672603284e+02
-1.722709472771565061e+03,3.599278672167689592e+02
3.649014532718729242e+02,-9.448817587675881668e+02
1.268772918105233430e+03,8.396957592223022857e+02
1.156475890995935288e+03,4.933201919576200112e+02
-7.320728447557995651e+02,7.454162735826523658e+02
1.374509844253796700e+03,-1.031805205436204460e+02
1.403755325401313939e+03,1.157855167417118537e+03
8.220010429747356966e+02,9.675800698612114275e+02
-1.757153451042206825e+03,7.589174461840540289e+02
1.344612599099664749e+03,-4.624668556380327686e+02
-4.348825313825781222e+02,1.380216490476895501e+02
8.542145909450622412e+02,-1.118086039378755004e+03
1.005639443600486402e+03,-5.501512057535720714e+02
3.445439099148779860e+02,5.687925218840539401e+02
-1.785391217363626311e+03,6.925994238212875871e+02
-1.577510538009220227e+03,1.122625466081487275e+03
7.641415468620363072e+02,-1.756823146121473656e+02
1.273811549911707459e+02,-5.550290729823328206e+01
-1.406590357863107556e+03,1.512947589983729131e+02
-1.288273036515696049e+03,-4.810229695133268137e+02
-1.267197311514663909e+02,-6.410408890348811610e+02
1.635189318485400236e+03,1.577461470431183841e+02
4.004243209914420731e+02,-4.180913727503386781e+02
-1.663222089312112075e+03,5.499782464617230744e+02
1.146699998389360417e+03,7.674697358474759312e+01
-1.884729248719400630e+03,8.681126868701692274e+02
-1.082834189558902381e+03,5.976331124935730941e+02
4.540425512791352958e+02,-2.000641372413367094e+02
1.616588741165089004e+03,8.767442969109531532e+02
-1.547434549036581757e+03,8.223417096997759472e+02
-8.654423435227528216e+02,-3.124858263239109846e+01
-1.222937120986019409e+03,-2.184896184590768939e+02
4.739422494872211189e+01,5.728608146571145880e+02
-4.656214514798602977e+02,-6.243642699234009115e+02
1.381295180959794607e+03,-4.514587157842391889e+02
4.142905088339739450e+02,-1.261407682402816363e+03
-1.074008714361739749e+03,7.708883000386433650e+02
2.182017843298883122e+02,5.099763636239156881e+02
-2.743473095397923203e+02,5.963594314073753822e+02
1.183115359751658616e+03,7.454078986604500869e+02
-1.271206734774684264e+03,1.087369741709060378e+02
-1.377816454112202791e+03,3.597367858962510354e+02
-4.472087597435562429e+02,-6.260606554969917852e+02
-3.605107989466758909e+02,-6.729505484337607868e+02
-4.541893605824076303e+02,5.095152543440169097e+02
9.698444052647180342e+02,1.487879234380036166e+02
-1.677298567030130698e+03,3.499035257814394413e+02
-4.276910839142460645e+02,7.016174182025212076e+02
-1.090680106795117126e+03,4.946632036711887395e+02
