x,y
-8.453760124824719924e+02,9.458567545226912898e+02
6.727645781383805570e+02,-2.779552797834041371e+02
-9.372875040089891172e+02,1.291810000494476981e+03
-8.304512514849043328e+02,6.058764144317052569e+02
-6.093516218760697711e+02,-1.435735023191376513e+03
-1.018412981770723491e+03,1.802217251343646467e+03
7.008106639424547666e+02,8.763162284356875489e+02
3.632282992438624660e+02,1.006058266426042110e+03
-5.695370325241723322e+02,-1.251933916182218582e+03
-8.720914600495409559e+02,-2.203309590804447566e+02
-1.195427034417099321e+03,-4.439276925197043511e+02
7.865422585721356654e+02,1.547448386564302155e+03
-1.100622139361373002e+03,4.159979586855590696e+02
-2.774771559449291658e+02,1.134903785795773956e+03
3.177890977543208351e+02,-2.469879752917293558e+02
-4.571896662938930262e+02,-9.321996101163231288e+02
-2.645589991263904039e+02,1.192856301436031856e+02
4.088545959012878370e+02,-1.607172568661213745e+03
3.797894023700345656e+01,1.165259689142127627e+03
-4.744999920768227071e+02,3.774149579980084468e+02
4.025733885063589810e+02,8.533710845423083811e+02
1.033132042171120702e+03,-5.222766502465015037e+02
-3.507386718400056225e+01,1.740922897281845053e+03
-2.112152370294881507e+02,1.422324452445130873e+03
-1.235238107897515647e+02,9.722397312772602618e+02
-3.838519147156989106e+02,-9.790162204960337249e+02
5.198476306809608332e+02,-2.131526827907101165e+02
-1.220451368621624852e+03,-1.662350688095178612e+03
1.678242228378029210e+02,-1.132939369114815690e+03
8.652995775930943410e+02,5.416838385030729341e+02
4.067799975670161530e+02,7.910253057326636963e+02
-7.712958965614476483e+02,1.760258209001528257e+03
1.771685072823284486e+02,-5.913900710481424312e+02
-1.268110434511755557e+03,-4.406165475626084458e+02
-2.127505078442045772e+02,-1.508163671023863515e+02
-6.023242803091030737e+02,-1.015077056361924747e+03
8.511499520452032357e+02,-1.213897453874286384e+03
-8.718566889933055108e+02,-1.441164218211806087e+02
-6.402606372563424202e+02,-9.264451396077289473e+02
8.451981789806158929e+01,4.941102570803947174e+02
-2.022392550814964522e+02,-2.779990920694487500e+02
5.209806813864340711e+02,1.155830030983485585e+03
1.128727340903550839e+03,6.084945982057345191e+02
-7.992346943674514250e+02,-6.323377177762799874e+02
3.004194068433808411e+02,1.172487776036563218e+03
-4.583190134178655057e+02,1.073329506316198149e+03
-1.239917369770600772e+03,-4.093078036722860134e+02
1.092265303705030647e+03,-7.296859856255988461e+02
3.442494241510311781e+02,5.315303353059465508e+02
-6.350887683957786294e+02,-1.183931733911865877e+03
4.939070730642218905e+02,-1.015531662168053117e+03
1.052233344533717855e+03,-1.882370105336642155e+03
-1.021435264345906830e+03,1.007562221418254126e+03
